Ref,Author_Year,Location,Lat,Long,Precip_mm,Temp_C,Precip_avg_mm,Temp_avg_C,IPCC_climclass,Soil_Texture,Soil_Class,Soil_Sand_perc,Soil_Silt_perc,Soil_Clay_perc,Soil_SOC_perc,Soil_SON_perc,Soil_BD_gcm3,pH,CEC,Man_PreCrop,Man_LandType,Man_Crop,Man_Management,n_measurements,Method,Chamber_Area_m2,Chamber_Closure_min,Chamber_Int,Chamber_out,n_measurements_2,Year_type,Year,Duration,Reps,Fert_Type,Fert_Mode_App,Fert_n_App,n_Crops,Residues,tillage,till_depth,cover_crop,Irrigation_YN,Liming,N_App_Rate_kgN_ha,N_uptake_kgN_ha,N2O_kgN2O-N_ha,N2O_se_kgN2O-N_ha,N2O_Interp_Method,EF,deltaEF,CropType,FertType,STD,avgPrecip,avgTemp,SoilTexture,SoilTexture2,PrecipClass,TempClass
-113,Hadi et al. 2008,"Cempaka sub-district, Indonesia",-3.479166667,114.8463889,2744,NA,NA,NA,NA,sandy loam,Ultisols,66.4,24,9.6,1.97,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,15,NA,NA,NA,44137,NA,NA,NA,LP-30,incorp,1,1,n,y,NA,NA,no,NA,90,NA,0.573,0.535,NA,0.401111111,NA,Annual crops,Organic,1052.232,2332.726,26.934,sandy loam,Coarse,wet,tropical
-113,Hadi et al. 2008,"Cempaka sub-district, Indonesia",-3.479166667,114.8463889,2744,NA,NA,NA,NA,sandy loam,Ultisols,66.4,24,9.6,1.97,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,15,NA,NA,NA,44137,NA,NA,NA,Urea,incorp,2,1,n,y,NA,NA,no,NA,90,NA,6.917,1.097,NA,7.45,NA,Annual crops,Urea,1052.232,2332.726,26.934,sandy loam,Coarse,wet,tropical
-113,Hadi et al. 2008,"Cempaka sub-district, Indonesia",-3.479166667,114.8463889,2744,NA,NA,NA,NA,sandy loam,Ultisols,66.4,24,9.6,1.97,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,15,NA,NA,NA,44137,NA,NA,NA,Urea+DCD,incorp,1,1,n,y,NA,NA,no,NA,90,NA,0.211,0.09,NA,-0.001111111,NA,Annual crops,Urea,1052.232,2332.726,26.934,sandy loam,Coarse,wet,tropical
-114,Kumar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,0.45,0.03,1.38,7.8,NA,NA,wet cropland,rice,NA,NA,NA,0.1,120,NA,NA,NA,44021,1998,98,NA,Control,-,0,1,NA,NA,NA,NA,yes,NA,0,NA,0.046,7.00E-02,NA,NA,NA,Rice,Control,NA,736.6,25.027,NA,NA,dry,tropical
-114,Kumar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44021,NA,NA,NA,AS,NA,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.235,2.90E-02,NA,0.135,NA,Rice,Ammonium,NA,736.6,25.027,NA,NA,dry,tropical
-114,Kumar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44021,NA,NA,NA,AS+DCD,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.174,1.90E-02,NA,0.091428571,NA,Rice,Ammonium,NA,736.6,25.027,NA,NA,dry,tropical
-114,Kumar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44021,NA,NA,NA,Urea,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.16,5.30E-02,NA,0.081428571,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-114,Kumar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44021,NA,NA,NA,Urea+thiosulphate,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.147,2.40E-02,NA,0.072142857,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-114,Kumar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44021,NA,NA,NA,Urea+DCD,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.142,3.50E-02,NA,0.068571429,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-115,Majumdar et al. 2002,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,0.5,4.80E-02,NA,8.1,NA,NA,cropland,wheat,NA,NA,NA,0.1,120,NA,NA,NA,44139,1998-1999,95,NA,Control,-,0,1,NA,NA,NA,NA,yes,NA,0,NA,0.75,0.1,NA,NA,NA,Annual crops,Control,NA,736.6,25.027,NA,NA,dry,tropical
-115,Majumdar et al. 2002,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44139,NA,NA,NA,AS+Urea,none,2,1,NA,NA,NA,NA,yes,NA,120,NA,1,0.1,NA,0.208333333,NA,Annual crops,Mineral N mix,NA,736.6,25.027,NA,NA,dry,tropical
-115,Majumdar et al. 2002,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44139,NA,NA,NA,neem coated Urea,none,2,1,NA,NA,NA,NA,yes,NA,120,NA,1.36,0.19,NA,0.508333333,NA,Annual crops,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-115,Majumdar et al. 2002,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44139,NA,NA,NA,nimin coated Urea,none,2,1,NA,NA,NA,NA,yes,NA,120,NA,1.19,0.12,NA,0.366666667,NA,Annual crops,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-115,Majumdar et al. 2002,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44139,NA,NA,NA,Urea+DCD,none,2,1,NA,NA,NA,NA,yes,NA,120,NA,1.09,0.21,NA,0.283333333,NA,Annual crops,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-115,Majumdar et al. 2002,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,44139,NA,NA,NA,Urea,none,2,1,NA,NA,NA,NA,yes,NA,120,NA,1.43,0.16,NA,0.566666667,NA,Annual crops,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-116,Majumdar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,0.68,5.90E-02,NA,7.85,NA,NA,wet cropland,rice,NA,NA,NA,0.1,120,NA,NA,NA,43991,1998,70,NA,Control,-,0,1,NA,NA,NA,NA,yes,NA,0,NA,0.0343,3.10E-03,NA,NA,NA,Rice,Control,NA,736.6,25.027,NA,NA,dry,tropical
-116,Majumdar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,43991,NA,NA,NA,Urea,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.0599,3.80E-03,NA,0.018285714,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-116,Majumdar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,43991,NA,NA,NA,nimin coated Urea,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.057,4.90E-03,NA,0.016214286,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-116,Majumdar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,43991,NA,NA,NA,neem coated Urea,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.0532,3.60E-03,NA,0.0135,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-116,Majumdar et al. 2000,"New Delhi, India",28.66666667,77.2,742.1,NA,NA,NA,NA,NA,Typic Ustochrept,NA,NA,NA,NA,NA,NA,NA,NA,NA,wet cropland,NA,NA,NA,NA,NA,120,NA,NA,NA,43991,NA,NA,NA,Urea+DCD,none,2,1,NA,NA,NA,NA,yes,NA,140,NA,0.049,7.50E-03,NA,0.0105,NA,Rice,Urea,NA,736.6,25.027,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,1.63,NA,1.27,6.5,9.5,NA,cropland,maize,NA,NA,NA,0.112,60,NA,NA,NA,44169,2006-2009,122,2,Control,-,0,1,NA,n,NA,NA,no,NA,0,NA,0.103,NA,NA,NA,NA,Annual crops,Control,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,60,NA,0.408,NA,NA,0.508333333,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,60,NA,0.059,NA,NA,-0.073333333,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,120,NA,0.289,NA,NA,0.155,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,AN+cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.157,NA,NA,0.045,NA,Annual crops,Mix N Mineral & Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.262,NA,NA,0.1325,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,Control,-,0,1,NA,n,NA,NA,no,NA,0,NA,0.063,NA,NA,NA,NA,Annual crops,Control,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,60,NA,0.022,NA,NA,-0.068333333,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,60,NA,0.034,NA,NA,-0.048333333,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,120,NA,0.018,NA,NA,-0.0375,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,AN+cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.037,NA,NA,-0.021666667,NA,Annual crops,Mix N Mineral & Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,748,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44169,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.067,NA,NA,0.003333333,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,1.78,5.4,5.2,NA,cropland,maize,NA,NA,NA,0.112,60,NA,NA,NA,44138,2006-2009,116,2,Control,-,0,1,NA,n,NA,NA,no,NA,0,NA,0.324,NA,NA,NA,NA,Annual crops,Control,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,60,NA,0.515,NA,NA,0.318333333,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,60,NA,0.257,NA,NA,-0.111666667,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,120,NA,0.408,NA,NA,0.07,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,AN+cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.335,NA,NA,0.009166667,NA,Annual crops,Mix N Mineral & Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.267,NA,NA,-0.0475,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,Control,-,0,1,NA,n,NA,NA,no,NA,0,NA,0.05,NA,NA,NA,NA,Annual crops,Control,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,60,NA,0.032,NA,NA,-0.03,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,60,NA,0.045,NA,NA,-0.008333333,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,AN,none,2,1,NA,n,NA,NA,no,NA,120,NA,0.031,NA,NA,-0.015833333,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,AN+cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.032,NA,NA,-0.015,NA,Annual crops,Mix N Mineral & Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-117,Mapanda et al. 2011,"Harare, Zimbabwe",-17.70666667,31.01333333,824,NA,NA,NA,NA,NA,Haplic lixisol,NA,NA,NA,0.76,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44138,NA,NA,NA,Cattle Manure,none,1,1,NA,n,NA,NA,no,NA,120,NA,0.058,NA,NA,0.006666667,NA,Annual crops,Organic,2542.641,813.353,19.178,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-18.17055556,31.48333333,895.2,NA,NA,NA,NA,NA,Ferric acrisol,NA,NA,NA,1,NA,1.81,5.2,4.2,NA,cropland,maize,NA,NA,NA,0.112,60,NA,NA,NA,43842,2007-2008,154,2,Control,-,0,1,NA,NA,NA,NA,no,NA,0,NA,1.23,NA,NA,NA,NA,Annual crops,Control,2628.744,762.876,18.898,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-18.17055556,31.48333333,895.2,NA,NA,NA,NA,NA,Ferric acrisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,43842,NA,NA,NA,AN,place,2,1,NA,NA,NA,NA,no,NA,120,NA,1.01,NA,NA,-0.183333333,NA,Annual crops,Ammoniumnitrate,2628.744,762.876,18.898,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-17.70666667,31.48333333,854.1,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,1.7,NA,1.49,5.8,9.5,NA,cropland,maize,NA,NA,NA,0.112,60,NA,NA,NA,43842,2007-2008,154,2,Control,-,0,1,NA,NA,NA,NA,no,NA,0,NA,1.06,NA,NA,NA,NA,Annual crops,Control,2542.641,813.353,19.178,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-17.70666667,31.48333333,854.1,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,43842,NA,NA,NA,AN,place,2,1,NA,NA,NA,NA,no,NA,120,NA,2.5,NA,NA,1.2,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-18.17055556,31.48333333,895.2,NA,NA,NA,NA,NA,Ferric acrisol,NA,NA,NA,1,NA,1.81,5.2,4.2,NA,cropland,maize,NA,NA,NA,0.112,60,NA,NA,NA,43842,2008-2009,154,2,Control,-,0,1,NA,NA,NA,NA,no,NA,0,NA,0.23,NA,NA,NA,NA,Annual crops,Control,2628.744,762.876,18.898,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-18.17055556,31.48333333,895.2,NA,NA,NA,NA,NA,Ferric acrisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,43842,NA,NA,NA,AN,place,2,1,NA,NA,NA,NA,no,NA,120,NA,0.22,NA,NA,-0.008333333,NA,Annual crops,Ammoniumnitrate,2628.744,762.876,18.898,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-17.70666667,31.01333333,823.8,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,1.7,NA,1.49,5.8,9.5,NA,cropland,maize,NA,NA,NA,0.112,60,NA,NA,NA,43842,2008-2009,154,2,Control,-,0,1,NA,NA,NA,NA,no,NA,0,NA,0.11,NA,NA,NA,NA,Annual crops,Control,2542.641,813.353,19.178,NA,NA,dry,tropical
-118,Map&a et al. 2012,"Harare, Zimbabwe",-17.70666667,31.01333333,823.8,NA,NA,NA,NA,NA,Chromic luvisol,NA,NA,NA,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,43842,NA,NA,NA,AN,place,2,1,NA,NA,NA,NA,no,NA,120,NA,0.27,NA,NA,0.133333333,NA,Annual crops,Ammoniumnitrate,2542.641,813.353,19.178,NA,NA,dry,tropical
-119,Martins et al. 2015,"Bahia, Brazil",-12,-46.5,1700,NA,NA,NA,NA,sandy clay loam,Oxisol (Xantic Hapludex),74.55,3.85,21.6,0.53,0.02,1.445,5.15,NA,NA,cropland,maize,NA,NA,NA,0.24,30,NA,NA,NA,44175,2012-2013,270,2,Control,-,0,1,n,n,NA,NA,no,NA,0,NA,0.64,0.04,NA,NA,NA,Annual crops,Control,NA,1473.829,25.857,sandy clay loam,Medium,avg,tropical
-119,Martins et al. 2015,"Bahia, Brazil",-12,-46.5,1700,NA,NA,NA,NA,sandy clay loam,Oxisol (Xantic Hapludex),74.55,3.85,21.6,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,30,NA,NA,NA,44175,NA,NA,NA,AS,broadc,2,1,n,n,NA,NA,no,NA,160,NA,1.13,0.14,NA,0.30625,NA,Annual crops,Ammonium,NA,1473.829,25.857,sandy clay loam,Medium,avg,tropical
-119,Martins et al. 2015,"Bahia, Brazil",-12,-46.5,1700,NA,NA,NA,NA,sandy clay loam,Oxisol (Xantic Hapludex),74.55,3.85,21.6,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,30,NA,NA,NA,44175,NA,NA,NA,AS+Urea+zeolite,broadc,2,1,n,n,NA,NA,no,NA,160,NA,0.97,0.04,NA,0.20625,NA,Annual crops,Mineral N mix,NA,1473.829,25.857,sandy clay loam,Medium,avg,tropical
-119,Martins et al. 2015,"Bahia, Brazil",-12,-46.5,1700,NA,NA,NA,NA,sandy clay loam,Oxisol (Xantic Hapludex),74.55,3.85,21.6,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,30,NA,NA,NA,44175,NA,NA,NA,AS+Urea,broadc,2,1,n,n,NA,NA,no,NA,160,NA,0.81,0.13,NA,0.10625,NA,Annual crops,Mineral N mix,NA,1473.829,25.857,sandy clay loam,Medium,avg,tropical
-119,Martins et al. 2015,"Bahia, Brazil",-12,-46.5,1700,NA,NA,NA,NA,sandy clay loam,Oxisol (Xantic Hapludex),74.55,3.85,21.6,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,30,NA,NA,NA,44175,NA,NA,NA,AS+CN,broadc,2,1,n,n,NA,NA,no,NA,160,NA,1.02,0.14,NA,0.2375,NA,Annual crops,Mineral N mix,NA,1473.829,25.857,sandy clay loam,Medium,avg,tropical
-120,Masaka et al. 2014,"Dufuya, Zimbabwe",-19.28333333,29.35,725,NA,NA,NA,NA,loamy sand,Gleyic Luvisol,85,10,5,0.4,2.4,1.37,5.5,NA,NA,cropland,tomato,NA,NA,NA,0.03,60,NA,NA,NA,44084,2007,98,3,Control,-,0,1,NA,NA,NA,NA,no,NA,0,NA,0.76,NA,NA,NA,NA,Annual crops,Control,2621.685,614.856,20.375,loamy sand,Coarse,dry,tropical
-120,Masaka et al. 2014,"Dufuya, Zimbabwe",-19.28333333,29.35,725,NA,NA,NA,NA,loamy sand,Gleyic Luvisol,85,10,5,NA,NA,NA,NA,NA,NA,cropland,NA,NA,NA,NA,NA,60,NA,NA,NA,44084,NA,NA,NA,AN+Manure,incorp,2,1,NA,NA,NA,NA,no,NA,304,NA,1.84,NA,NA,0.355263158,NA,Annual crops,Mix N Mineral & Organic,2621.685,614.856,20.375,loamy sand,Coarse,dry,tropical
